Supply and demand series;;;;;;;;;;;;;;;;;;;;;;
Argentina - Production;;;;;;;;;;;;;;;;;;;;;;
;Oil;Natural gas;Coal;Hydroenergy;Nuclear;Firewood;Sugarcane and products;"Other Primary
";Total Primaries;Electricity;LPG;Gasoline/alcohol;Kerosene/jet fuel;Diesel oil;Fuel oil;Coke;Charcoal;Gases;Other secondary;Non-energy;Total Secundaries;Total
;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal
1989;-227939,99;-78334,23;-11162,70;-14310,00;-14460,01;-3730,60;-300,00;-180,41;-350417,95;;;;;-6099,03;-17716,28;;-1039,98;-2673,94;-4180,05;;-31709,29;-87312,89
1990;-231177,68;-66869,78;-11069,33;-19500,00;-22519,94;-6808,63;-120,00;-670,00;-358735,36;;;;;-4787,78;-11599,87;;-1103,98;-1857,06;-4138,42;;-23487,11;-84624,87
1991;-231254,62;-69152,74;-9323,90;-17690,00;-24320,27;-6274,72;-136,50;-580,00;-358732,76;;;;;-3733,42;-17436,29;;-689,99;-1397,94;-4180,00;;-27437,63;-85722,95
1992;-248134,97;-63281,16;-8812,90;-21080,00;-21850,26;-6476,32;-158,60;-560,01;-370354,22;;;;;-3292,67;-16378,42;;-669,29;-914,89;-3700,00;;-24955,27;-77113,58
1993;-248187,41;-74377,60;-8091,91;-25970,00;-15530,31;-6789,51;-188,50;-219,99;-379355,25;;;;;-1763,01;-15156,44;;-20,70;-1331,40;-1689,99;;-19961,54;-76016,67
1994;-237723,52;-77016,88;-11913,87;-29740,00;-24030,44;-7772,30;-189,80;-289,99;-388676,80;;;;;-2834,64;-10341,39;;-565,79;-1914,00;-2110,00;;-17765,81;-90424,22
1995;-230179,38;-86028,96;-10366,89;-29010,00;-21860,15;-8521,09;-217,09;-414,47;-386598,03;;;;;-2359,31;-6082,63;;-462,29;-1970,30;-2280,00;;-13154,53;-90926,13
1996;-241823,41;-101565,50;-10422,89;-24710,00;-21940,28;-8624,24;-310,00;-688,25;-410084,56;;;;;-2105,91;-7336,08;;-503,69;-2108,35;-2760,00;;-14814,03;-97460,71
1997;-264979,16;-98915,48;-9574,45;-30300,00;-24119,97;-5853,83;-310,00;-340,00;-434392,90;;;;;-1287,69;-4970,07;;-483,00;-2225,10;-3050,00;;-12015,85;-94885,33
1998;-275601,59;-102319,71;-9680,90;-28590,00;-22369,59;-5916,45;-370,50;-467,95;-445316,68;;;;;-1339,54;-8471,91;;-427,79;-2123,94;-5290,00;;-17653,19;-98583,43
1999;-280138,57;-124127,80;-9960,89;-23300,00;-20899,65;-5939,92;-351,00;-789,94;-465507,77;;;;;-1650,67;-8444,56;;;-1796,30;-6230,00;;-18121,52;-108555,53
2000;-261937,70;-130508,42;-7222,81;-30998,96;-17750,47;-3850,71;-444,60;-1097,28;-453810,94;;;;;-1395,28;-6827,40;-8007,64;;-1827,46;;;-18057,78;-130063,80
2001;-252794,89;-115954,16;-6470,75;-39820,33;-20295,70;-3927,86;-450,00;-1007,51;-440721,21;;;;;-1003,06;-1762,20;-7702,76;;-2658,26;;;-13126,29;-90074,98
2002;-241922,22;-115449,90;-5559,01;-38581,57;-17159,55;-4365,00;-630,00;-1476,34;-425143,59;;;;;-908,83;-1271,75;-7584,25;;-2779,63;;;-12544,47;-84756,57
2003;-251043,75;-129209,39;-6748,63;-36377,54;-22130,76;-4750,71;-770,00;-1586,08;-452616,87;;;;;-920,73;-2082,43;-7562,55;;-2855,05;;;-13420,77;-90256,32
2004;-259783,28;-151028,08;-10097,97;-32814,81;-23786,16;-4806,48;-641,12;-2457,18;-485415,08;;;;;-1463,29;-9599,08;-7164,69;;-2427,88;;;-20654,94;-109292,86
2005;-259078,95;-145743,59;-10175,78;-36832,87;-20893,35;-5005,26;-784,81;-2712,05;-481226,66;;;;;-1191,86;-12313,01;-7748,65;;-1947,51;;;-23201,03;-110139,67
2006;-274417,24;-152421,02;-9554,59;-41019,00;-22171,45;-4944,77;-928,79;-2846,30;-508303,15;;;;;-2462,10;-16049,14;-7592,36;;-2769,61;;;-28873,21;-121406,16
2007;-291586,23;-160200,91;-12098,89;-34026,06;-21422,49;-4838,03;-1542,34;-2608,54;-528323,49;;;;;-7946,70;-19720,70;-6889,72;;-2563,76;;;-37120,89;-133788,20
2008;-284961,06;-171884,60;-14983,55;-33910,55;-21889,19;-5166,27;-1434,71;-9303,16;-543533,09;;;;;-8213,81;-24258,10;-6624,47;;-2836,13;;;-41932,52;-136933,12
2009;-259530,45;-168421,12;-8207,21;-37823,00;-22816,46;-5360,43;-1534,46;-13718,09;-517411,22;;;;;-9325,45;-16334,87;-6436,82;;-2523,19;;;-34620,34;-128384,28
2010;-263454,10;-163793,95;-12685,31;-36440,25;-22826,53;-5649,65;-2189,08;-20616,80;-527655,67;;;;;-15509,10;-22757,47;-6369,53;;-2393,22;;;-47029,32;-135954,29
2011;-255702,02;-168944,26;-12460,74;-34294,57;-19101,50;-6172,81;-2354,62;-25717,60;-524748,11;;;;;-19118,61;-26322,35;-6344,65;;-2406,06;;;-54191,66;-148073,70
2012;-263418,62;-178500,12;-11687,16;-31944,05;-18543,10;-5740,33;-2689,69;-26837,33;-539360,41;;;;;-17710,71;-28660,25;-6714,15;;-2326,71;;;-55411,82;-150466,87
2013;-262231,76;-176500,75;-12777,61;-35832,30;-18498,25;-6773,77;-3058,40;-24336,87;-540009,72;;;;;-16156,11;-22580,54;-6117,81;;-2232,65;;;-47087,11;-146351,67
2014;-262175,36;-178020,78;-13610,54;-35620,87;-12800,96;-6534,38;-2629,09;-30409,05;-541801,04;;;;;-16149,99;-27767,80;-5859,58;;-2052,47;;;-51829,85;-146972,51
2015;-266954,24;-177026,57;-13545,67;-35297,05;-22037,47;-7035,70;-3213,81;-23401,70;-548512,21;;;;;-20269,45;-29719,42;-6089,16;;-2211,56;;;-58289,59;-154571,41
2016;-255010,77;-185452,75;-10217,55;-32502,40;-22239,75;-6253,29;-3123,24;-30632,71;-545432,46;;;;;-21029,84;-27358,15;-6406,33;;-2014,47;;;-56808,79;-153236,09
2017;-249330,87;-203516,90;-10513,60;-34585,20;-17451,64;-6193,76;-4026,18;-33924,87;-559543,02;;;;;-12707,41;-14127,03;-6733,70;;-2217,73;;;-35785,86;-148560,96
2018;-233346,81;-212185,67;-11323,12;-35003,20;-18498,36;-5562,35;-3899,72;-30776,28;-550595,53;;;;;-8214,32;-7064,43;-6886,99;;-2225,27;;;-24391,01;-142890,81
2019;-236119,88;-196160,74;-6564,02;-30007,33;-22001,24;-7866,03;-3885,14;-30750,30;-533354,68;;;;;-4171,51;-3385,52;-6661,55;;-2298,05;;;-16516,62;-129888,26
2020;-206837,52;-177256,95;-8380,51;-26076,61;-27784,74;-7835,29;-5126,30;-26423,08;-485721,00;;;;;-7755,23;-7137,83;-5692,54;;-2578,67;;;-23164,28;-118026,56
2021;-234632,96;-193816,74;-11799,30;-21698,27;-28225,52;-7793,96;-5504,31;-36271,45;-539742,51;;;;;-17841,23;-8746,01;-6767,56;;-2507,32;;;-35862,12;-144845,38
;;;;;;;;;;;;;;;;;;;;;;
Argentina - Own consumption;;;;;;;;;;;;;;;;;;;;;;
;Oil;Natural gas;Coal;Hydroenergy;Nuclear;Firewood;Sugarcane and products;"Other Primary
";Total Primaries;Electricity;LPG;Gasoline/alcohol;Kerosene/jet fuel;Diesel oil;Fuel oil;Coke;Charcoal;Gases;Other secondary;Non-energy;Total Secundaries;Total
;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal
1970;1050,00;9370,56;112,10;;;;;;10532,66;1520,00;;250,00;19,85;1770,00;13650,00;;;3580,52;1050,00;160,00;22000,37;32533,03
1971;939,94;11736,02;147,50;;;;;;12823,46;1629,70;;251,57;17,20;1757,40;15475,13;;;4003,50;909,99;250,00;24294,49;37117,95
1972;679,62;11196,53;182,90;;;;;;12059,06;1510,16;;251,57;41,02;1792,20;17179,15;;;4488,01;950,00;140,00;26352,10;38411,16
1973;589,57;11727,72;129,80;;;;;;12447,09;1429,98;112,20;220,12;50,28;1566,00;16817,97;;;4624,15;999,99;140,00;25960,70;38407,80
1974;499,52;10557,44;218,30;;;;;;11275,26;1419,66;64,51;220,12;58,22;1496,39;15623,31;;;5100,16;870,15;110,00;24962,54;36237,80
1975;769,68;11387,43;300,90;;;;;;12458,01;1359,47;41,14;220,12;75,43;1540,50;15271,39;;;3833,51;670,00;110,00;23121,55;35579,55
1976;1300,15;11802,42;289,10;;;;;;13391,67;1359,47;100,04;220,12;75,43;1783,51;14261,94;;;3791,00;830,00;110,00;22531,50;35923,17
1977;1460,56;12532,81;312,70;;;;;;14306,07;1490,38;176,71;212,87;108,51;2096,70;15790,01;;;4130,99;890,00;120,00;25016,16;39322,23
1978;1670,22;11478,73;312,70;;;;;;13461,64;1540,26;87,89;198,35;166,73;2305,50;16077,09;;;4207,81;950,00;140,00;25673,64;39135,28
1979;1180,00;13869,09;277,30;;;;;;15326,39;1620,02;100,04;182,63;199,81;2766,18;15632,87;;;4420,14;870,00;600,00;26391,69;41718,08
1980;870,00;15221,97;247,80;;;;;;16339,77;1590,14;100,04;182,63;191,87;2931,90;15854,83;;;4130,99;920,00;760,00;26662,41;43002,19
1981;990,00;18342,73;269,98;;;;;;19602,71;1769,88;87,89;166,91;158,79;3131,36;13863,72;;;4360,47;890,00;120,00;24549,02;44151,73
1982;939,94;21247,68;212,40;;;;;;22400,02;1559,82;53,29;159,65;149,53;3175,49;14011,90;;;2626,49;920,00;110,00;22766,18;45166,20
1983;1180,00;21181,28;247,80;;;;;;22609,08;1810,30;112,20;159,65;224,96;2914,49;13039,48;;;2941,00;960,00;110,00;22272,06;44881,14
1984;1059,54;20094,00;271,40;;;;;;21424,94;1730,32;76,67;152,39;158,79;2801,40;12835,74;;;3136,50;960,00;90,00;21941,80;43366,74
1985;1010,29;20757,99;59,00;;;;;;21827,28;1760,42;53,29;532,17;207,75;2601,30;12724,62;;;3493,49;1630,00;120,00;23123,04;44950,32
1986;620,53;23928,54;218,30;;;;;;24767,37;1799,98;41,16;182,57;174,76;2009,70;12169,38;;;3480,60;1630,66;130,45;21619,27;46386,64
1987;520,62;22268,57;271,40;;;;;;23060,59;1499,84;64,68;197,78;133,15;2296,80;11974,47;;;3757,00;1500,21;109,64;21533,56;44594,15
1988;409,46;24202,44;271,40;;;;;;24883,30;1689,90;76,44;199,56;169,38;2305,50;11080,24;;;3899,72;1129,67;140,17;20690,57;45573,87
1989;250,00;26285,71;200,60;;;;;;26736,30;2125,06;82,32;199,56;169,38;1789,55;10955,76;;;3808,00;630,06;149,88;19909,57;46645,87
1990;246,94;19820,44;201,67;;;;;;20269,04;2218,80;87,73;233,95;167,28;2160,54;9119,40;;;3527,50;599,53;149,88;18264,61;38533,66
1991;131,12;22401,70;231,00;;;;;;22763,82;2340,49;64,33;116,97;175,64;1486,45;12256,46;;;4802,50;720,00;100,00;22062,86;44826,68
1992;87,42;22268,90;210,00;;;;;;22566,32;2510,59;52,64;54,59;150,55;1469,17;12612,12;;;4887,50;900,00;120,00;22757,16;45323,49
1993;174,83;16815,80;140,00;;;;;;17130,63;2704,27;111,12;46,79;92,00;786,44;12247,34;;;6366,50;490,00;100,00;22944,48;40075,11
1994;271,00;17952,88;196,00;;;;;;18419,88;2481,10;157,91;;83,64;1149,40;8663,42;;;5057,50;100,00;50,00;17742,98;36162,86
1995;266,70;15363,32;280,00;;;;;;15910,02;2627,99;;;;1158,05;5325,72;;;5083,00;1010,00;60,00;15264,75;31174,78
1996;279,74;22385,10;56,00;;;;;;22720,84;2967,69;;;;208,60;4834,92;;;5100,00;;;13111,21;35832,05
1997;306,21;24385,40;59,32;;;;;;24750,93;2534,51;;296,33;334,56;855,58;6675,40;;;3578,50;110,00;;14384,86;39135,79
1998;;26335,92;45,36;;;;;;26381,28;2674,94;40,94;23,40;;414,82;4960,95;;;5525,00;700,01;1150,00;15490,05;41871,33
1999;;27954,40;70,00;;;;;;28024,40;2418,92;23,40;;;475,33;5562,83;;;5882,00;640,00;;15002,47;43026,87
2000;138,22;39821,25;147,50;;0,00;0,00;0,00;0,00;40106,97;2315,11;44,00;0,00;0,00;195,57;2941,61;0,00;0,00;10693,73;0,00;0,00;16190,02;56296,99
2001;117,79;40489,33;0,00;;0,00;0,00;0,00;0,00;40607,12;2145,14;33,00;0,00;0,00;217,81;2007,98;0,00;0,00;11401,92;0,00;0,00;15805,86;56412,98
2002;807,81;40836,97;0,00;;0,00;0,00;0,00;0,00;41644,78;1890,76;22,00;0,00;0,00;211,07;1874,95;0,00;0,00;11971,31;0,00;0,00;15970,09;57614,87
2003;557,24;42551,50;0,00;;0,00;0,00;0,00;0,00;43108,74;2111,72;33,00;0,00;0,00;542,58;2162,02;0,00;0,00;13915,04;0,00;0,00;18764,36;61873,10
2004;84,48;46882,31;0,00;;0,00;0,00;0,00;0,00;46966,79;2637,21;20,09;0,00;0,00;132,17;2219,69;0,00;0,00;13022,93;0,00;0,00;18032,09;64998,87
2005;41,67;45831,16;0,00;;0,00;0,00;0,00;0,00;45872,83;3039,93;20,09;0,00;0,00;134,44;2272,35;0,00;0,00;12659,52;0,00;0,00;18126,33;63999,16
2006;84,72;46626,28;0,00;;0,00;0,00;0,00;0,00;46710,99;3152,05;20,09;0,00;0,00;175,52;2417,21;0,00;0,00;12214,81;0,00;0,00;17979,67;64690,67
2007;379,39;50068,81;;;;;;;50448,20;3409,43;22,00;;;140,31;6718,51;;;13463,65;;;23753,90;74202,10
2008;670,31;52428,09;;;;;;;53098,40;3518,05;110,00;;;750,94;2690,08;;;14143,23;;;21212,31;74310,70
2009;491,66;54060,67;;;;;;;54552,33;3564,54;154,00;;;;3956,63;;;11905,55;;;19580,72;74133,05
2010;1150,15;52225,28;;;;;;;53375,43;3521,13;374,00;0,16;;44,77;2974,40;;;14901,26;;;21815,72;75191,15
2011;1087,27;51930,95;;;;;;;53018,22;3698,93;165,00;;;19,92;2474,90;;;14117,61;13,80;;20490,16;73508,38
2012;1019,65;52518,83;;;;;;;53538,48;3988,68;209,00;0,01;;20,06;2722,54;;;15615,37;12,17;;22567,83;76106,31
2013;1055,13;51681,83;;;;;;;52736,96;3686,32;308,00;0,12;;27,00;2952,68;;;16149,27;21,42;;23144,81;75881,77
2014;988,46;53302,40;;;;;;;54290,85;3753,36;275,00;0,21;;17,77;2847,91;;;15898,53;17,58;;22810,36;77101,21
2015;905,61;54808,64;;;;;;;55714,25;3828,33;287,08;0,17;;20,19;3190,04;;;16547,88;14,44;;23888,13;79602,39
2016;902,09;54863,83;;;;;;;55765,91;3752,16;293,70;0,09;;24,86;3188,10;;;15943,86;;;23202,76;78968,67
2017;1093,65;53756,08;;;;;;;54849,73;3523,84;338,80;0,11;;64,25;3303,83;;;16287,28;;;23518,10;78367,83
2018;991,69;51785,71;;;;;;;52777,41;3368,43;373,67;0,08;;53,52;3269,62;;;17150,78;;;24216,10;76993,50
2019;994,39;51303,62;;;;;;;52298,01;3209,79;374,00;0,13;;48,13;4182,85;;;14136,23;;;21951,12;74249,13
2020;1139,18;46392,82;;;;;;;47532,00;3545,73;407,00;;;51,94;3273,14;;;12865,60;;;20143,41;67675,41
2021;748,34;45731,00;;;;;;;46479,34;3664,29;825,00;;;47,34;3425,93;;;13820,98;;;21783,54;68262,88
;;;;;;;;;;;;;;;;;;;;;;
Argentina - Losses;;;;;;;;;;;;;;;;;;;;;;
;Oil;Natural gas;Coal;Hydroenergy;Nuclear;Firewood;Sugarcane and products;"Other Primary
";Total Primaries;Electricity;LPG;Gasoline/alcohol;Kerosene/jet fuel;Diesel oil;Fuel oil;Coke;Charcoal;Gases;Other secondary;Non-energy;Total Secundaries;Total
;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal
1970;719,99;2896,66;;;;;;;3616,65;1879,96;;;;;;;;;;;1879,96;5496,61
1971;;3253,55;;;;;;;3253,55;2160,32;;;;;;;;;;;2160,32;5413,87
1972;;4971,63;;;;;;;4971,63;2199,88;;;;;;;;;;;2199,88;7171,50
1973;;5552,62;;;;;;;5552,62;2209,89;;;;;;;;;;;2209,89;7762,51
1974;;1801,07;;;;;;;1801,07;2249,45;;;;;;;;;;;2249,45;4050,52
1975;;4896,93;;;;;;;4896,93;2789,45;;;;;;;;;;;2789,45;7686,38
1976;;4407,23;;;;;;;4407,23;2779,99;;;;;;;;;;;2779,99;7187,23
1977;;5801,61;;;;;;;5801,61;3139,86;;;;;;;;;;;3139,86;8941,48
1978;;6200,01;;;;;;;6200,01;3370,34;;;;;;;;;;;3370,34;9570,34
1979;;6399,20;;;;;;;6399,20;3650,19;;;;;;;;;;;3650,19;10049,40
1980;;7901,48;;;;;;;7901,48;4330,10;;;;;;;;;;;4330,10;12231,58
1981;;8548,87;;;;;;;8548,87;4230,34;;;;;;;;;;;4230,34;12779,21
1982;;6897,20;;;;;;;6897,20;4409,47;;;;;;;;;;;4409,47;11306,67
1983;;4498,53;;;;;;;4498,53;5289,86;;;;;;;;;;;5289,86;9788,39
1984;;5702,01;;;;;;;5702,01;5399,94;;;;;;;;;;;5399,94;11101,95
1985;;7137,89;;;;;;;7137,89;5430,04;;;;;;;;;;;5430,04;12567,93
1986;;2971,36;;;;;;;2971,36;7029,64;;;;;;;;;;;7029,64;10000,99
1987;;4166,54;;;;;;;4166,54;7045,98;;;;;;;;;;;7045,98;11212,51
1988;;5809,91;;;;;;;5809,91;6300,36;;;;;;;;;;;6300,36;12110,27
1989;;3610,45;;;;;;;3610,45;7420,94;;;;;;;;;;;7420,94;11031,39
1990;;2888,44;;;;;;;2888,44;7769,41;;;;;;;;;;;7769,41;10657,85
1991;;7337,17;;;;;;;7337,17;8577,38;;;;;;;;;;;8577,38;15914,55
1992;;8341,46;;;;;;;8341,46;9470,24;;;;;;;;;;;9470,24;17811,70
1993;;5469,70;;;;;;;5469,70;10262,38;;;;;;;;;;;10262,38;15732,08
1994;;4863,81;;;;;;;4863,81;10195,81;;;;;;;;;;;10195,81;15059,62
1995;;2282,47;;;;;;;2282,47;9512,97;315,83;;;;;;;;;;9828,80;12111,26
1996;;3112,54;;;;;;;3112,54;9596,14;;;;;;;;;;;9596,14;12708,68
1997;;2506,60;;;;;;;2506,60;10038,09;;;;;;;;;;;10038,09;12544,69
1998;;2730,66;;;;;;;2730,66;9452,69;;;;;;;;;;;9452,69;12183,35
1999;;2133,07;;;;;;;2133,07;10676,38;;;;;;;;;;;10676,38;12809,45
2000;0,00;16657,48;0,00;309,99;;0,00;0,00;0,00;16967,47;10641,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10641,88;27609,35
2001;0,00;17411,27;0,00;398,20;;0,00;0,00;0,00;17809,47;11311,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11311,80;29121,28
2002;0,00;19772,20;0,00;385,82;;0,00;0,00;0,00;20158,02;11554,35;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11554,35;31712,37
2003;0,00;22858,25;0,00;363,78;;0,00;0,00;0,00;23222,02;12712,38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12712,38;35934,40
2004;0,00;20815,92;0,00;328,15;;0,00;0,00;0,00;21144,07;13877,59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13877,59;35021,66
2005;0,00;20431,70;0,00;368,33;;0,00;0,00;0,00;20800,03;14377,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14377,88;35177,91
2006;0,00;20947,84;0,00;410,19;;0,00;0,00;0,00;21358,03;14313,30;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14313,30;35671,33
2007;;27042,42;;340,26;;;;;27382,68;14961,37;;;;;;;;;;;14961,37;42344,05
2008;;30047,09;;339,11;;;;;30386,20;15615,88;;;;;;;;;;;15615,88;46002,07
2009;;24650,20;;378,23;;;;;25028,43;16344,96;;;;;;;;;;;16344,96;41373,39
2010;;26711,08;;364,40;;;;;27075,48;17133,60;;;;;;;;;;;17133,60;44209,08
2011;;20597,00;;342,95;;;;;20939,95;16300,46;;;;;;;;;;;16300,46;37240,41
2012;;31579,60;;319,44;;;;;31899,04;17762,97;;;;;;;;;;;17762,97;49662,01
2013;;26288,46;;358,32;;;;;26646,79;19168,67;;;;;;;;;;;19168,67;45815,46
2014;;27013,06;;356,21;;;;;27369,27;15312,09;;;;;;;;;;;15312,09;42681,36
2015;;29258,56;;352,97;;;;;29611,53;17470,96;;;;;;;;;;;17470,96;47082,49
2016;;27910,72;;325,02;;;;;28235,74;17568,08;;;;;;;;;;;17568,08;45803,82
2017;;29411,31;;345,85;;;;;29757,17;19763,39;;;;;;;;;;;19763,39;49520,55
2018;;34372,17;;350,03;;;;;34722,20;20358,08;;;;;;;;;;;20358,08;55080,29
2019;;42458,01;;300,07;;;;;42758,08;17941,45;;;;;;;;;;;17941,45;60699,53
2020;;41739,39;;260,77;;;;;42000,16;17833,02;;;;;;;;;;;17833,02;59833,17
2021;;32679,19;;216,98;;;;;32896,17;19198,75;;;;;;;;;;;19198,75;52094,92
;;;;;;;;;;;;;;;;;;;;;;
Argentina - Adjustment;;;;;;;;;;;;;;;;;;;;;;
;Oil;Natural gas;Coal;Hydroenergy;Nuclear;Firewood;Sugarcane and products;"Other Primary
";Total Primaries;Electricity;LPG;Gasoline/alcohol;Kerosene/jet fuel;Diesel oil;Fuel oil;Coke;Charcoal;Gases;Other secondary;Non-energy;Total Secundaries;Total
;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal
1970;-9,99;506,29;153,68;;;;;0,00;649,98;-90,73;314,40;711,92;304,35;727,29;-450,12;102,00;6,50;879,87;-249,98;189,99;2445,47;3095,45
1971;748,57;381,79;750,28;;;-2,30;;0,00;1878,34;-73,81;317,63;74,99;164,09;-1096,20;2203,88;122,40;;1155,57;40,00;230,01;3138,55;5016,89
1972;849,88;373,49;444,89;;;;-2,10;;1666,17;-95,89;264,59;304,79;18,53;678,59;5149,15;-122,40;-13,00;897,05;110,00;-350,00;6841,39;8507,56
1973;3129,37;323,70;194,18;;;2,30;-2,00;;3647,54;-2,58;311,34;821,23;256,71;556,80;-1583,60;258,40;;409,40;819,93;-200,01;1647,62;5295,16
1974;-679,62;265,60;1694,76;;;;-3,19;0,00;1277,54;287,20;-329,11;1825,09;308,32;1174,51;-157,29;340,00;-6,50;520,42;1110,24;150,10;5223,00;6500,54
1975;3969,40;174,30;2493,04;;;;0,71;;6637,44;-85,61;-70,12;1991,99;472,41;538,68;-2657,91;-496,40;13,00;165,20;900,00;900,00;1671,26;8308,70
1976;1888,32;614,19;542,17;;;-0,99;2,36;;3046,05;-104,60;-29,53;2861,60;997,74;2279,42;-4130,42;95,20;6,50;881,45;-100,00;239,99;2997,36;6043,41
1977;-1680,52;439,89;1696,95;;;1,70;-4,11;-0,01;453,91;-84,05;70,12;1193,74;365,22;365,40;-342,65;-68,00;-13,00;744,07;-20,07;239,99;2450,78;2904,69
1978;4439,83;464,79;471,08;;;;1,40;0,00;5377,11;-77,49;-922,68;1164,21;465,79;182,69;-1591,40;129,20;-6,50;449,30;89,98;130,01;13,11;5390,21
1979;3509,99;788,49;1996,96;;;;8,20;;6303,63;-78,25;-511,42;-312,04;199,81;2322,64;-3399,59;666,39;;231,73;-210,02;270,00;-820,74;5482,89
1980;3210,00;3046,05;1672,37;-0,01;;-2,30;-2,61;0,00;7923,50;966,63;88,06;-212,87;549,57;1348,40;-3463,63;238,00;;226,10;-809,99;-30,00;-1099,73;6823,77
1981;860,00;680,59;517,42;;;2,30;0,00;0,00;2060,31;1177,17;-381,46;2974,08;431,39;1141,73;-1704,02;482,80;;122,13;-369,99;-450,01;3423,81;5484,12
1982;2589,81;365,19;1591,47;;;;-1,69;;4544,78;2362,95;905,12;1477,45;492,26;1418,12;676,05;713,99;;249,05;-50,00;430,00;8675,00;13219,77
1983;1330,42;522,89;-729,70;0,00;;1,29;;;1124,90;3042,50;-58,90;768,01;464,47;3923,69;-2222,64;679,99;;63,21;-200,00;-40,01;6420,33;7545,23
1984;3880,76;713,79;439,98;;;0,00;-0,69;;5033,83;2990,73;828,25;1908,54;-324,20;4645,81;-787,18;815,99;;140,81;-1299,99;-320,00;8598,77;13632,60
1985;1730,72;1128,78;1591,06;;;;-0,71;0,00;4449,86;2371,71;11,22;-830,90;-91,31;2523,00;2111,50;1121,99;;84,36;-1729,96;-570,12;5001,50;9451,36
1986;1210,10;854,89;1414,95;;;;;;3479,94;3869,32;76,44;-418,38;482,66;3218,97;2031,62;40,80;;29,14;-401,07;-650,88;8278,62;11758,56
1987;2909,86;1294,78;1612,95;-0,01;;;;;5817,59;2243,15;-11,75;-403,18;507,64;2218,50;259,33;142,80;;34,01;-470,46;-688,35;3831,69;9649,28
1988;2439,89;1635,08;745,17;;;;;;4820,14;1551,49;176,39;-559,98;629,88;3366,90;2660,42;204,00;;1,39;-129,07;320,58;8222,00;13042,13
1989;4769,54;16,60;1479,64;0,00;;;;;6265,79;957,95;605,65;1889,19;440,65;2900,50;1602,16;-564,40;;-5,63;298,38;-950,64;7173,80;13439,59
1990;7279,85;-5185,93;131,74;;;0,00;3,50;;2229,16;-0,09;298,27;1661,00;-16,74;-25,94;4386,43;-523,60;;48,00;1092,20;-931,21;5988,33;8217,49
1991;9353,53;407,94;793,72;0,00;;5,62;;0,00;10560,80;-0,38;818,82;-288,52;25,10;-4442,06;1258,48;6,80;;195,50;459,99;669,99;-1296,29;9264,51
1992;5367,79;3033,77;-874,99;-0,01;;-4,39;;;7522,17;0,47;2883,34;-319,74;-886,57;414,82;-5353,06;2094,38;;557,60;239,99;2670,00;2301,25;9823,42
1993;2491,79;-3220,19;449,82;;;0,00;-1,21;0,01;-279,77;0,06;-1579,12;3283,01;-326,19;1469,17;-1057,85;-571,20;0,00;-0,01;179,98;-450,01;947,86;668,09
1994;7357,66;-4821,98;1796,46;-0,01;;7,20;-3,00;;4336,33;0,23;-210,55;2581,39;596,66;691,38;18,28;;0,07;21,80;-240,01;-250,00;3209,25;7545,59
1995;850,12;4475,63;848,53;;;0,65;2,90;0,00;6177,83;1,05;;2971,10;566,40;1918,58;109,45;-164,42;0,07;569,51;-200,01;1510,00;7281,73;13459,56
1996;-2104,70;4035,15;-14,63;0,00;;0,00;0,00;0,00;1915,82;0,09;426,94;-779,07;1771,35;2344,34;-3387,39;30,06;-1,52;-4,79;3020,02;210,00;3630,02;5545,84
1997;-1649,58;6213,11;0,00;0,00;;0,00;1,70;;4565,23;-0,45;46,79;4211,00;208,88;1071,63;-1741,80;6,80;0,00;34,00;370,00;-1180,00;3026,84;7592,08
